Original Order,'ICD-9-CM CODE','SURGERY FLAG','ICD-9-CM CODE DESCRIPTION',System,Reop/Revision,REVIS,POSTOP,,HCUP SURGERY FLAGS 1=BROAD 2=NARROW
727,'3209','2',OTHER DESTRUC BRONC LES (Begin 1989),Pulmonary,0,,,,
728,'321 ','2',OTHER BRONCHIAL EXCISION,Pulmonary,0,,,,
729,'3220','2',THORAC EXC LUNG LESION (Begin 2007),Pulmonary,0,,,,
730,'3221','2',EMPHYSEMA BLEB PLICATION,Pulmonary,0,,,,
731,'3222','2',LUNG VOL REDUCT SURG (Begin 1995),Pulmonary,0,,,,
732,'3223','2',OPEN ABLTN LUNG LES/TISS (Begin 2006),Pulmonary,0,,,,
733,'3224','2',PERC ABLTN LUNG LES/TISS (Begin 2006),Pulmonary,0,,,,
734,'3225','2',THOR ABLTN LUNG LES/TISS (Begin 2006),Pulmonary,0,,,,
735,'3226','2',ABLTN LUNG TISS NEC/NOS  (Begin 2006),Pulmonary,0,,,,
736,'3227','2',BRNC THRMPLSTYABLT MSCL (Begin 2010),Pulmonary,0,,,,
737,'3228','1',ENDOSC DESTRUC LUNG LES (Begin 1989),Pulmonary,0,,,,
738,'3229','2',DESTROY LOC LUNG LES NEC,Pulmonary,0,,,,
739,'323 ','2',SEGMENTAL LUNG RESECTION (End 2007),Pulmonary,0,,,,
740,'3230','2',THORAC SEG LUNG RESECT (Begin 2007),Pulmonary,0,,,,
741,'3239','2',OTH SEG LUNG RESECT NOS (Begin 2007),Pulmonary,0,,,,
742,'324 ','2',LOBECTOMY OF LUNG (End 2007),Pulmonary,0,,,,
743,'3241','2',THORAC LOBECTOMY LUNG (Begin 2007),Pulmonary,0,,,,
744,'3249','2',LOBECTOMY OF LUNG NEC (Begin 2007),Pulmonary,0,,,,
745,'325 ','2',COMPLETE PNEUMONECTOMY (End 2007),Pulmonary,0,,,,
746,'3250','2',THORACOSPC PNEUMONECTOMY (Begin 2007),Pulmonary,0,,,,
747,'3259','2',OTHER PNEUMONECTOMY NOS (Begin 2007),Pulmonary,0,,,,
748,'326 ','2',RAD DISSEC THORAC STRUCT,Pulmonary,0,,,,
749,'329 ','2',OTHER EXCISION OF LUNG,Pulmonary,0,,,,
750,'330 ','2',INCISION OF BRONCHUS,Pulmonary,0,,,,
751,'331 ','2',INCISION OF LUNG,Pulmonary,0,,,,
752,'3320','1',THORACOSCOPC LUNG BIOPSY (Begin 2007),Pulmonary,0,,,,
753,'3325','1',OPEN BRONCHIAL BIOPSY,Pulmonary,0,,,,
754,'3327','1',CLOS ENDOSCOPIC LUNG BX (Begin 1987),Pulmonary,0,,,,
755,'3328','1',OPEN LUNG BIOPSY (Begin 1987),Pulmonary,0,,,,
756,'3329','1',BRONCH/LUNG DX PROC NEC (Begin 1987),Pulmonary,0,,,,
757,'3331','1',DESTR PHRENLUNG COLLAPS,Pulmonary,0,,,,
758,'3332','1',PNEMOTHORAXLUNG COLLAPS,Pulmonary,0,,,,
759,'3333','1',PNEUMOPERITLUNG COLLAPS,Pulmonary,0,,,,
760,'3334','2',THORACOPLASTY,Pulmonary,0,,,,
761,'3339','2',SURG COLLAPS OF LUNG NEC,Pulmonary,0,,,,
762,'3341','2',BRONCHIAL LACERAT SUTURE,Pulmonary,0,,,,
763,'3342','2',BRONCHIAL FISTULA CLOS,Pulmonary,0,,,,
764,'3343','2',LUNG LACERATION CLOSURE,Pulmonary,0,,,,
765,'3348','2',BRONCHIAL REPAIR NEC,Pulmonary,0,,,,
766,'3349','2',LUNG REPAIR NEC,Pulmonary,0,,,,
767,'3350','2',LUNG TRANSPL NOS (Begin 1995),Pulmonary,0,,,,
768,'3351','2',UNILAT LUNG TRANSPL (Begin 1995),Pulmonary,0,,,,
769,'3352','2',BILAT LUNG TRANSPL (Begin 1995),Pulmonary,0,,,,
770,'336 ','2',COMB HEART/LUNG TRANSPLA (Begin 1990),Pulmonary,0,,,,
771,'3371','1',ENDO INSRT/REPL BRON VAL (Begin 2006),Pulmonary,0,,,,
772,'3373','1',Endo ins/re brnc valmul (begin 2009),Pulmonary,0,,,,
773,'3378','1',ENDO REM BRONCH DEVC/SUB (Begin 2006),Pulmonary,0,,,,
774,'3379','1',ENDO INSRT BRONC DEF/SUB (Begin 2006),Pulmonary,0,,,,
775,'3391','1',BRONCHIAL DILATION,Pulmonary,0,,,,
776,'3392','2',BRONCHIAL LIGATION,Pulmonary,0,,,,
777,'3393','2',PUNCTURE OF LUNG,Pulmonary,0,,,,
778,'3398','2',BRONCHIAL OPERATION NEC,Pulmonary,0,,,,
779,'3399','2',LUNG OPERATION NEC,Pulmonary,0,,,,
780,'3401','1',INCISION OF CHEST WALL,Pulmonary,0,,,,
781,'3402','2',EXPLORATORY THORACOTOMY,Pulmonary,0,,,,
782,'3403','2',REOPEN THORACOTOMY SITE,Pulmonary,0,,,,
783,'3404','1',INSERT INTERCOSTAL CATH,Pulmonary,0,,,,
784,'3405','1',CREATION PLEUROPERITONEAL SH (Begin 1994),Pulmonary,0,,,,
785,'3406','2',THORAC DRAIN PLEURL CAV (Begin 2007),Pulmonary,0,,,,
786,'3409','1',OTHER PLEURAL INCISION,Pulmonary,0,,,,
787,'341 ','2',INCISION OF MEDIASTINUM,Pulmonary,0,,,,
788,'3420','1',THORACOSCOPIC PLEURAL BX (Begin 2007),Pulmonary,0,,,,
789,'3421','1',TRANSPLEURA THORACOSCOPY,Pulmonary,0,,,,
790,'3422','1',MEDIASTINOSCOPY,Pulmonary,0,,,,
791,'3426','1',OPEN MEDIASTINAL BIOPSY,Pulmonary,0,,,,
792,'3427','1',BIOPSY OF DIAPHRAGM,Pulmonary,0,,,,
793,'3428','1',DX PROCEDURE THORAX NEC,Pulmonary,0,,,,
794,'3429','1',DX PROC MEDIASTINUM NEC,Pulmonary,0,,,,
795,'343 ','2',DESTRUCT MEDIASTIN LES,Pulmonary,0,,,,
796,'344 ','2',DESTRUCT CHEST WALL LES,Pulmonary,0,,,,
797,'3451','2',DECORTICATION OF LUNG,Pulmonary,0,,,,
798,'3452','2',THORACOSCOPC DECORT LUNG (Begin 2007),Pulmonary,0,,,,
799,'3459','2',OTHER PLEURAL EXCISION,Pulmonary,0,,,,
800,'346 ','2',SCARIFICATION OF PLEURA,Pulmonary,0,,,,
801,'3472','1',THORACOSTOMY CLOSURE,Pulmonary,0,,,,
802,'3473','2',CLOS THORACIC FISTUL NEC,Pulmonary,0,,,,
803,'3474','2',PECTUS DEFORMITY REPAIR,Pulmonary,0,,,,
804,'3479','2',OTHER CHEST WALL REPAIR,Pulmonary,0,,,,
805,'3481','2',EXCISE DIAPHRAGM LESION,Pulmonary,0,,,,
806,'3482','2',SUTURE DIAPHRAGM LACERAT,Pulmonary,0,,,,
807,'3483','2',CLOSE DIAPHRAGM FISTULA,Pulmonary,0,,,,
808,'3484','2',OTHER DIAPHRAGM REPAIR,Pulmonary,0,,,,
809,'3485','2',IMPLANT DIAPHRA PACEMAKE,Pulmonary,0,,,,
810,'3489','2',DIAPHRAGM OPERATION NEC,Pulmonary,0,,,,
811,'3493','2',REPAIR OF PLEURA,Pulmonary,0,,,,
812,'3499','2',THORACIC OPERATION NEC,Pulmonary,0,,,,
813,'3500','2',CLOSED VALVOTOMY NOS,Cardiac,0,,,,
814,'3501','2',CLOSED AORTIC VALVOTOMY,Cardiac,0,,,,
815,'3502','2',CLOSED MITRAL VALVOTOMY,Cardiac,0,,,,
816,'3503','2',CLOSED PULMON VALVOTOMY,Cardiac,0,,,,
817,'3504','2',CLOSED TRICUSP VALVOTOMY,Cardiac,0,,,,
818,'3505','2',ENDOVAS REPL AORTC VALVE (Begin 2011),Cardiac,0,,,,
819,'3506','2',TRNSAPCL REP AORTC VALVE (Begin 2011),Cardiac,0,,,,
820,'3507','2',ENDOVAS REPL PULM VALVE (Begin 2011),Cardiac,0,,,,
821,'3508','2',TRNSAPCL REPL PULM VALVE (Begin 2011),Cardiac,0,,,,
822,'3509','2',ENDOVAS REPL UNS HRT VLV (Begin 2011),Cardiac,0,,,,
823,'3510','2',OPEN VALVULOPLASTY NOS,Cardiac,0,,,,
824,'3511','2',OPN AORTIC VALVULOPLASTY,Cardiac,0,,,,
825,'3512','2',OPN MITRAL VALVULOPLASTY,Cardiac,0,,,,
826,'3513','2',OPN PULMON VALVULOPLASTY,Cardiac,0,,,,
827,'3514','2',OPN TRICUS VALVULOPLASTY,Cardiac,0,,,,
828,'3520','2',REPLACE HEART VALVE NOS,Cardiac,0,,,,
829,'3521','2',REPLACE AORT VALVTISSUE,Cardiac,0,,,,
830,'3522','2',REPLACE AORTIC VALVE NEC,Cardiac,0,,,,
831,'3523','2',REPLACE MITR VALVTISSUE,Cardiac,0,,,,
832,'3524','2',REPLACE MITRAL VALVE NEC,Cardiac,0,,,,
833,'3525','2',REPLACE PULM VALVTISSUE,Cardiac,0,,,,
834,'3526','2',REPLACE PULMON VALVE NEC,Cardiac,0,,,,
835,'3527','2',REPLACE TRIC VALVTISSUE,Cardiac,0,,,,
836,'3528','2',REPLACE TRICUSP VALV NEC,Cardiac,0,,,,
837,'3531','2',PAPILLARY MUSCLE OPS,Cardiac,0,,,,
838,'3532','2',CHORDAE TENDINEAE OPS,Cardiac,0,,,,
839,'3533','2',ANNULOPLASTY,Cardiac,0,,,,
840,'3534','2',INFUNDIBULECTOMY,Cardiac,0,,,,
841,'3535','2',TRABECUL CARNEAE CORD OP,Cardiac,0,,,,
842,'3539','2',TISS ADJ TO VALV OPS NEC,Cardiac,0,,,,
843,'3541','1',ENLARGEMENT OF EXISTING ATRIAL SEPTAL DEFECT,Cardiac,0,,,,
844,'3542','2',CREATE SEPTAL DEFECT,Cardiac,0,,,,
845,'3550','2',PROSTH REP HRT SEPTA NOS,Cardiac,0,,,,
846,'3551','2',PROS REP ATRIAL DEFOPN,Cardiac,0,,,,
847,'3552','2',PROS REPAIR ATRIA DEFCL,Cardiac,0,,,,
848,'3553','2',PROST REPAIR VENTRIC DEF,Cardiac,0,,,,
849,'3554','2',PROS REP ENDOCAR CUSHION,Cardiac,0,,,,
850,'3555','2',PROS REP VENTRC DEF-CLOS (Begin 2006),Cardiac,0,,,,
851,'3560','2',GRFT REPAIR HRT SEPT NOS,Cardiac,0,,,,
852,'3561','2',GRAFT REPAIR ATRIAL DEF,Cardiac,0,,,,
853,'3562','2',GRAFT REPAIR VENTRIC DEF,Cardiac,0,,,,
854,'3563','2',GRFT REP ENDOCAR CUSHION,Cardiac,0,,,,
855,'3570','2',HEART SEPTA REPAIR NOS,Cardiac,0,,,,
856,'3571','2',ATRIA SEPTA DEF REP NEC,Cardiac,0,,,,
857,'3572','2',VENTR SEPTA DEF REP NEC,Cardiac,0,,,,
858,'3573','2',ENDOCAR CUSHION REP NEC,Cardiac,0,,,,
859,'3581','2',TOT REPAIR TETRAL FALLOT,Cardiac,0,,,,
860,'3582','2',TOTAL REPAIR OF TAPVC,Cardiac,0,,,,
861,'3583','2',TOT REP TRUNCUS ARTERIOS,Cardiac,0,,,,
862,'3584','2',TOT COR TRANSPOS GRT VES (Begin 1988),Cardiac,0,,,,
863,'3591','2',INTERAT VEN RETRN TRANSP,Cardiac,0,,,,
864,'3592','2',CONDUIT RT VENTPUL ART,Cardiac,0,,,,
865,'3593','2',CONDUIT LEFT VENTRAORTA,Cardiac,0,,,,
866,'3594','2',CONDUIT ARTIUMPULM ART,Cardiac,0,,,,
867,'3595','2',HEART REPAIR REVISION,Cardiac,1,1,,,
868,'3596','2',PERC HEART VALVULOPLASTY (Begin 1986),Cardiac,0,,,,
869,'3597','2',PERC MTRL VLV REPR W IMP (Begin 2010),Cardiac,0,,,,
870,'3598','2',OTHER HEART SEPTA OPS,Cardiac,0,,,,
871,'3599','2',OTHER HEART VALVE OPS,Cardiac,0,,,,
872,'3603','2',OPEN CORONRY ANGIOPLASTY (Begin 1986),Cardiac,0,,,,
873,'3606','2',INSERTION OF NON-DRUG-ELUTING CORONARY ARTERY STENT(S),Cardiac,0,,,,
874,'3607','2',INSERTION OF DRUG-ELUTING CORONARY ARTERY STENT(S),Cardiac,0,,,,
875,'3609','2',(OTH)REM COR ART OBST(NEC) (Begin 1986),Cardiac,0,,,,
876,'3610','2',AORTOCORONARY BYPASS NOS,Cardiac,0,,,,
877,'3611','2',AORTOCOR BYPAS1 COR ART,Cardiac,0,,,,
878,'3612','2',AORTOCOR BYPAS2 COR ART,Cardiac,0,,,,
879,'3613','2',AORTOCOR BYPAS3 COR ART,Cardiac,0,,,,
880,'3614','2',AORTCOR BYPAS4+ COR ART,Cardiac,0,,,,
881,'3615','2',1 INT MAMCOR ART BYPASS,Cardiac,0,,,,
882,'3616','2',2 INT MAMCOR ART BYPASS,Cardiac,0,,,,
883,'3617','2',ABDCORON ART BYPASS (Begin 1996),Cardiac,0,,,,
884,'3619','2',HRT REVAS BYPS ANAS NEC,Cardiac,1,1,,,
885,'362 ','2',ARTERIAL IMPLANT REVASC,Cardiac,1,1,,,
886,'3631','2',OPEN CHEST TRANSMYO REVASC (Begin 1998),Cardiac,1,1,,,
887,'3632','2',OTH TRANSMYO REVASC (Begin 1998),Cardiac,1,1,,,
888,'3633','2',ENDO TRANSMYO REVASCULAR (Begin 2006),Cardiac,1,1,,,
889,'3634','2',PERC TRANSMYO REVASCULAR (Begin 2006),Cardiac,1,1,,,
890,'3639','2',OTHER HEART REVASC (Begin 1998),Cardiac,1,1,,,
891,'3691','2',CORON VESS ANEURYSM REP,Cardiac,0,,,,
892,'3699','2',HEART VESSEL OP NEC,Cardiac,0,,,,
893,'370 ','1',PERICARDIOCENTESIS,Cardiac,0,,,,
894,'3710','2',INCISION OF HEART NOS,Cardiac,0,,,,
895,'3711','2',CARDIOTOMY,Cardiac,0,,,,
896,'3712','2',PERICARDIOTOMY,Cardiac,0,,,,
897,'3724','1',PERICARDIAL BIOPSY,Cardiac,0,,,,
898,'3731','2',PERICARDIECTOMY,Cardiac,0,,,,
899,'3732','2',HEART ANEURYSM EXCISION,Cardiac,0,,,,
900,'3733','2',EXC(/DEST) OTH HRT LESION (Begin 1980),Cardiac,0,,,,
901,'3734','2',CATH ABLATION LES HEART (Begin 1988),Cardiac,0,,,,
902,'3735','2',PARTIAL VENTRICULECTOMY (Begin 1997),Cardiac,0,,,,
903,'3736','2',EXC LEFT ATRIAL APPENDAG (begin 2008),Cardiac,0,,,,
904,'3737','2',EXC/DEST HRT LES THRSPC (Begin 2010),Cardiac,0,,,,
905,'374 ','2',HEART & PERICARD REPAIR,Cardiac,0,,,,
906,'3741','2',IMPL CARDIAC SUPPORT DEV (Begin 2005),Cardiac,0,,,,
907,'3749','2',HEART/PERICARD REPR NEC (Begin 2005),Cardiac,0,,,,
908,'3751','2',HEART TRANSPLANTATION (Begin 2003),Cardiac,0,,,,
909,'3752','2',IMPLANT TOTAL HEART REPLACEM (Begin 2003),Cardiac,0,,,,
910,'3753','2',REPLACE THORACIC UNIT TOTAL (Begin 2003),Cardiac,0,,,,
911,'3754','2',REPLACE OTHER COMPONENT HEAR (Begin 2003),Cardiac,0,,,,
912,'3755','2',REM INT BIVENT HRT SYS (begin 2008),Cardiac,0,,,,
913,'3760','2',IMP BIVN EXT HRT AST SYS (begin 2008),Cardiac,0,,,,
914,'3761','2',PULSATION BALLOON IMPLAN,Cardiac,0,,,,
915,'3762','2',IMPLANT HRT ASST SYS NEC,Cardiac,0,,,,
916,'3763','2',REPLACE HRT ASSIST SYST,Cardiac,0,,,,
917,'3764','2',REMOVE HEART ASSIST SYS,Cardiac,0,,,,
918,'3765','2',IMPL EXTERN HEART ASSIST (Begin 1995),Cardiac,0,,,,
919,'3766','2',IMPL INTERN HEART ASSIST (Begin 1995),Cardiac,0,,,,
920,'3767','2',IMPLANT CARDIOMYOSTIM SYS (Begin 1998),Cardiac,0,,,,
921,'3768','2',PERCUTAN HRT ASSIST SYST (Begin 2004),Cardiac,0,,,,
922,'3774','2',INT OR REPL LEAD EPICAR (Begin 1987),Cardiac,0,,,,
923,'3775','2',REVISION OF LEAD (Begin 1987),Cardiac,1,1,,,
924,'3776','2',REPL TV ATRIVENT LEAD (Begin 1987),Cardiac,0,,,,
925,'3777','2',REMOVAL OF LEAD W/O REPL (Begin 1987),Cardiac,0,,,,
926,'3778','2',INSERTION OF TEMPORARY TRANSVENOUS PACEMAKER SYSTEM,Cardiac,0,,,,
927,'3779','2',REVIS OR RELOCATE POCKET (Begin 1987),Cardiac,1,1,,,
928,'3780','2',INT OR REPL PERM PACEMKR (Begin 1987),Cardiac,0,,,,
929,'3781','2',INITIAL INSERTION OF SINGLE-CHAMBER DEVICE NOT SPECIFIED AS RATE RESPONSI,Cardiac,0,,,,
930,'3782','2',INITIAL INSERTION OF SINGLE-CHAMBER DEVICE RATE RESPONSIVE,Cardiac,0,,,,
931,'3783','2',INITIAL INSERTION OF DUAL-CHAMBER DEVICE,Cardiac,0,,,,
932,'3785','2',REPL PACEM W 1CHAM NON (Begin 1987),Cardiac,0,,,,
933,'3786','2',REPL PACEM 1CHAM RATE (Begin 1987),Cardiac,0,,,,
934,'3787','2',REPL PACEM W DUALCHAM (Begin 1987),Cardiac,0,,,,
935,'3789','2',REVISE OR REMOVE PACEMAK (Begin 1987),Cardiac,1,1,,,
936,'3790','1',INS LEFT ATR APPEND DEV (Begin 2004),Cardiac,0,,,,
937,'3791','2',OPN CHEST CARDIAC MASSAG,Cardiac,0,,,,
938,'3794','2',IMPLT/REPL CARDDEFIB TOT (Begin 1986),Cardiac,0,,,,
939,'3795','2',IMPLT CARDIODEFIB LEADS (Begin 1986),Cardiac,0,,,,
940,'3796','2',IMPLT CARDIODEFIB GENATR (Begin 1986),Cardiac,0,,,,
941,'3797','2',REPL CARDIODEFIB LEADS (Begin 1986),Cardiac,0,,,,
942,'3798','2',REPL CARDIODEFIB GENRATR (Begin 1986),Cardiac,0,,,,
943,'3799','2',OTHER HEART/PERICARD OPS,Cardiac,0,,,,
944,'3800','2',INCISION OF VESSEL NOS,Vascular,0,,,,
945,'3801','2',INTRACRAN VESSEL INCIS,Vascular,0,,,,
946,'3802','2',HEAD/NECK VES INCIS NEC,Vascular,0,,,,
947,'3803','2',UPPER LIMB VESSEL INCIS,Vascular,0,,,,
948,'3804','2',INCISION OF AORTA,Vascular,0,,,,
949,'3805','2',THORACIC VESSEL INC NEC,Vascular,0,,,,
950,'3806','2',ABDOMEN ARTERY INCISION,Vascular,0,,,,
951,'3807','2',ABDOMINAL VEIN INCISION,Vascular,0,,,,
952,'3808','2',EMBOLECTOMY LEG VESSEL,Vascular,0,,,,
953,'3809','2',LOWER LIMB VEIN INCISION,Vascular,0,,,,
954,'3810','2',ENDARTERECTOMY NOS,Vascular,0,,,,
955,'3811','2',INTRACRAN ENDARTERECTOMY,Vascular,0,,,,
956,'3812','2',HEAD & NECK ENDARTER NEC,Vascular,0,,,,
957,'3813','2',UPPER LIMB ENDARTERECTOM,Vascular,0,,,,
958,'3814','2',ENDARTERECTOMY OF AORTA,Vascular,0,,,,
959,'3815','2',THORACIC ENDARTERECTOMY,Vascular,0,,,,
960,'3816','2',ABDOMINAL ENDARTERECTOMY,Vascular,0,,,,
961,'3818','2',ENDARTERECTOMY LEG VESL,Vascular,0,,,,
962,'3821','1',BLOOD VESSEL BIOPSY,Vascular,0,,,,
963,'3826','2',INSRT PRSR SNSR W/O LEAD (Begin 2011),Vascular,0,,,,
964,'3829','1',BLOOD VESSEL DX PROC NEC,Vascular,0,,,,
965,'3830','2',VESSEL RESECT/ANAST NOS,Vascular,0,,,,
966,'3831','2',INTRACRAN VES RESECANAS,Vascular,0,,,,
967,'3832','2',HEAD/NECK VES RESECANAS,Vascular,0,,,,
968,'3833','2',ARM VESSEL RESECT/ANAST,Vascular,0,,,,
969,'3834','2',AORTA RESECTION & ANAST,Vascular,0,,,,
970,'3835','2',THOR VESSEL RESECT/ANAST,Vascular,0,,,,
971,'3836','2',ABD VESSEL RESECT/ANAST,Vascular,0,,,,
972,'3837','2',ABD VEIN RESECT & ANAST,Vascular,0,,,,
973,'3838','2',LEG ARTERY RESECT/ANAST,Vascular,0,,,,
974,'3839','2',LEG VEIN RESECT/ANASTOM,Vascular,0,,,,
975,'3840','2',VESSEL RESECT/REPLAC NOS,Vascular,0,,,,
976,'3841','2',INTRACRAN VES RESECREPL,Vascular,0,,,,
977,'3842','2',HEAD/NECK VES RESECREPL,Vascular,0,,,,
978,'3843','2',ARM VES RESECT W REPLACE,Vascular,0,,,,
979,'3844','2',RESECT ABDM AORTA W REPL (Begin 1986),Vascular,0,,,,
980,'3845','2',RESECT THORAC VES W REPL (Begin 1986),Vascular,0,,,,
981,'3846','2',ABD ARTERY RESEC W REPLA,Vascular,0,,,,
982,'3847','2',ABD VEIN RESECT W REPLAC,Vascular,0,,,,
983,'3848','2',LEG ARTERY RESEC W REPLA,Vascular,0,,,,
984,'3849','2',LEG VEIN RESECT W REPLAC,Vascular,0,,,,
985,'3850','2',VARICOSE V LIGSTRIP NOS,Vascular,0,,,,
986,'3851','2',INTCRAN VAR V LIGSTRIP,Vascular,0,,,,
987,'3852','2',HEAD/NECK VAR V LIGSTR,Vascular,0,,,,
988,'3853','2',ARM VARICOSE V LIGSTRIP,Vascular,0,,,,
989,'3855','2',THORAC VAR V LIGSTRIP,Vascular,0,,,,
990,'3857','2',ABD VARICOS V LIGASTRIP,Vascular,0,,,,
991,'3859','2',LEG VARICOS V LIGASTRIP,Vascular,0,,,,
992,'3860','2',EXCISION OF VESSEL NOS,Vascular,0,,,,
993,'3861','2',INTRACRAN VESSEL EXCIS,Vascular,0,,,,
994,'3862','2',HEAD/NECK VESSEL EXCIS,Vascular,0,,,,
995,'3863','2',ARM VESSEL EXCISION,Vascular,0,,,,
996,'3864','2',EXCISION OF AORTA,Vascular,0,,,,
997,'3865','2',THORACIC VESSEL EXCISION,Vascular,0,,,,
998,'3866','2',ABDOMINAL ARTERY EXCIS,Vascular,0,,,,
999,'3867','2',ABDOMINAL VEIN EXCISION,Vascular,0,,,,
1000,'3868','2',LEG ARTERY EXCISION,Vascular,0,,,,
1001,'3869','2',LEG VEIN EXCISION,Vascular,0,,,,
1002,'387 ','2',INTERRUPTION VENA CAVA,Vascular,0,,,,
1003,'3880','2',SURG VESSEL OCCLUS NEC,Vascular,0,,,,
1004,'3881','2',OCCLUS INTRACRAN VES NEC,Vascular,0,,,,
1005,'3882','2',OCCLUS HEAD/NECK VES NEC,Vascular,0,,,,
1006,'3883','2',OCCLUDE ARM VESSEL NEC,Vascular,0,,,,
1007,'3884','2',OCCLUDE AORTA NEC,Vascular,0,,,,
1008,'3885','2',OCCLUDE THORACIC VES NEC,Vascular,0,,,,
1009,'3886','2',OCCLUDE ABD ARTERY NEC,Vascular,0,,,,
1010,'3887','2',OCCLUDE ABD VEIN NEC,Vascular,0,,,,
1011,'3888','2',OCCLUDE LEG ARTERY NEC,Vascular,0,,,,
1012,'3889','2',OCCLUDE LEG VEIN NEC,Vascular,0,,,,
1013,'390 ','2',SYSTEMICPULM ART SHUNT,Vascular,0,,,,
1014,'391 ','2',INTRAABD VENOUS SHUNT,Vascular,0,,,,
1015,'3921','2',CAVALPULMON ART ANASTOM,Vascular,0,,,,
1016,'3922','2',AORTASUBCLVCAROT BYPAS,Vascular,0,,,,
1017,'3923','2',INTRATHORACIC SHUNT NEC,Vascular,0,,,,
1018,'3924','2',AORTARENAL BYPASS,Vascular,0,,,,
1019,'3925','2',AORTAILIACFEMOR BYPASS,Vascular,0,,,,
1020,'3926','2',INTRAABDOMIN SHUNT NEC,Vascular,0,,,,
1021,'3927','2',DIALYSIS ARTERIOVENOSTOM,Vascular,0,,,,
1022,'3928','2',EXTRACRANINTRACR BYPASS(Begin 1991),Vascular,0,,,,
1023,'3929','2',VASC SHUNT & BYPASS NEC,Vascular,0,,,,
1024,'3930','2',SUTURE OF VESSEL NOS,Vascular,0,,,,
1025,'3931','2',SUTURE OF ARTERY,Vascular,0,,,,
1026,'3932','2',SUTURE OF VEIN,Vascular,0,,,,
1027,'3941','2',POSTOP VASC OP HEM CONTR,Vascular,1,,1,,
1028,'3942','2',REVIS REN DIALYSIS SHUNT,Vascular,1,1,,,
1029,'3943','2',REMOV REN DIALYSIS SHUNT,Vascular,0,,,,
1030,'3949','2',VASC PROC REVISION NEC,Vascular,1,1,,,
1031,'3950','2',ANGIOPLAST/ATHERECT (Begin 1995),Vascular,0,,,,
1032,'3951','2',CLIPPING OF ANEURYSM,Vascular,0,,,,
1033,'3952','2',ANEURYSM REPAIR NEC,Vascular,0,,,,
1034,'3953','2',ARTERIOVEN FISTULA REP,Vascular,0,,,,
1035,'3954','2',REENTRY OPERATION,Vascular,0,,,,
1036,'3955','2',REIMPLAN ABERR RENAL VES,Vascular,0,,,,
1037,'3956','2',REPAIR VESS W TIS PATCH,Vascular,0,,,,
1038,'3957','2',REP VESS W SYNTH PATCH,Vascular,0,,,,
1039,'3958','2',REPAIR VESS W PATCH NOS,Vascular,0,,,,
1040,'3959','2',REPAIR OF VESSEL NEC,Vascular,0,,,,
1041,'3965','2',EXTRACORPOREAL MEMB OXY (Begin 1988),Vascular,0,,,,
1042,'397 ','2',PERIARTER SYMPATHECTOMY,Vascular,0,,,,
1043,'3971','2',ENDOVASCULAR IMPLANT IN ABDM (Begin 2000),Vascular,0,,,,
1044,'3972','2',ENDOVAS REPAIR/OCCL HEAD & N (Begin 2002),Vascular,0,,,,
1045,'3973','2',ENDO IMP GRFT THOR AORTA (Begin 2005),Vascular,0,,,,
1046,'3974','2',ENDO REM OBS HD/NECK VES (Begin 2006),Vascular,0,,,,
1047,'3975','2',Endo emb hd/nkbare coil (begin 2009),Vascular,0,,,,
1048,'3976','2',Endo em hd/nkbioac coil (begin 2009),Vascular,0,,,,
1049,'3977','2',TEMP ENDOVSC OCCLS VESSL (Begin 2011),Vascular,0,,,,
1050,'3978','2',ENDOVAS IMPLN GRFT AORTA (Begin 2011),Vascular,0,,,,
1051,'3979','2',OTHER ENDOVASCULAR REPAIR (Begin 2000),Vascular,0,,,,
1052,'398 ','2',VASCULAR BODY OPERATIONS (end 2010),Vascular,0,,,,
1053,'3981','2',IMP CRTD SINUS STMTOTL (Begin 2010),Vascular,0,,,,
1054,'3982','2',IMP/REP CRTD SINUS LEAD (Begin 2010),Vascular,0,,,,
1055,'3983','2',IMP/REP CRTD SINUS GNRTR (Begin 2010),Vascular,0,,,,
1056,'3984','2',REV CRTD SINUS STM LEADS (Begin 2010),Vascular,1,1,,,
1057,'3985','2',REV CRTD SINUS PULSE GEN (Begin 2010),Vascular,1,1,,,
1058,'3986','2',REM CRTD SINUS STM TOTL (Begin 2010),Vascular,0,,,,
1059,'3987','2',REM CRTD SINUS STM LEAD (Begin 2010),Vascular,0,,,,
1060,'3988','2',REM CRTD SINUS PULSE GEN (Begin 2010),Vascular,0,,,,
1061,'3989','2',OTH CARTD BODY/SINUS OP (Begin 2010),Vascular,0,,,,
1062,'3990','2',INSERT NONCOR ART STENT (Begin 1996),Vascular,0,,,,
1063,'3991','2',FREEING OF VESSEL,Vascular,0,,,,
1064,'3992','2',VEIN INJECTSCLEROS AGNT,Vascular,0,,,,
1065,'3993','2',INSERT VESTOVES CANNUL,Vascular,0,,,,
1066,'3994','2',REPLAC VESTOVES CANNUL,Vascular,0,,,,
1067,'3998','2',HEMORRHAGE CONTROL NOS,Vascular,0,,,,
1068,'3999','2',VESSEL OPERATION NEC,Vascular,0,,,,
1069,'400 ','2',INCIS LYMPHATIC STRUCTUR,Vascular,0,,,,
1070,'4011','1',LYMPHATIC STRUCT BIOPSY,Vascular,0,,,,
1071,'4019','1',LYMPHATIC DIAG PROC NEC,Vascular,0,,,,
